SampleID,TaxaID,N_Taxa,INDEX_CLASS,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,HABIT,NONTARGET
280465-9/19/23,Simuliidae,22,WestFlat,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
280465-9/19/23,Tipulidae,1,WestFlat,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
280466-9/19/23,Aeshnidae,1,MidSizeDry,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
280466-9/19/23,Amphipoda,45,MidSizeDry,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
280466-9/19/23,Baetidae,14,MidSizeDry,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
280466-9/19/23,Brachycentridae,7,MidSizeDry,,Insecta,,Trichoptera,Brachycentridae,CF,CN,FALSE
280466-9/19/23,Calopterygidae,4,MidSizeDry,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
280466-9/19/23,Chironomidae,2,MidSizeDry,,Insecta,,Diptera,Chironomidae,CG,,FALSE
280466-9/19/23,Decapoda,1,MidSizeDry,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
280466-9/19/23,Elmidae,3,MidSizeDry,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
280466-9/19/23,Haliplidae,1,MidSizeDry,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
280466-9/19/23,Hydracarina,1,MidSizeDry,,Arachnida,,,,PR,,FALSE
280466-9/19/23,Hydrobiidae,323,MidSizeDry,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,CN,FALSE
280466-9/19/23,Hydrophilidae,1,MidSizeDry,,Insecta,,Coleoptera,Hydrophilidae,PR,BU;SW,FALSE
280466-9/19/23,Hydropsychidae,10,MidSizeDry,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
280466-9/19/23,Isopoda,14,MidSizeDry,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
280466-9/19/23,Leptoceridae,1,MidSizeDry,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
280466-9/19/23,Limnephilidae,4,MidSizeDry,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
280466-9/19/23,Oligochaeta,15,MidSizeDry,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
280466-9/19/23,Physidae,3,MidSizeDry,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
280466-9/19/23,Pisidiidae,9,MidSizeDry,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
280466-9/19/23,Simuliidae,6,MidSizeDry,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
280466-9/19/23,Tabanidae,1,MidSizeDry,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
280466-9/19/23,Tipulidae,1,MidSizeDry,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
280466-9/19/23,Turbellaria,1,MidSizeDry,,Turbellaria,,,,CG,,FALSE
280466-9/19/23,Veliidae,2,MidSizeDry,,Insecta,,Hemiptera,Veliidae,PR,SK,FALSE
280467-7/18/23,Aeshnidae,1,WestSteep,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
280467-7/18/23,Amphipoda,44,WestSteep,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
280467-7/18/23,Baetidae,35,WestSteep,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
280467-7/18/23,Chironomidae,70,WestSteep,,Insecta,,Diptera,Chironomidae,CG,,FALSE
280467-7/18/23,Cordulegastridae,1,WestSteep,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
280467-7/18/23,Corydalidae,5,WestSteep,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
280467-7/18/23,Gerridae,7,WestSteep,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
280467-7/18/23,Glossosomatidae,2,WestSteep,,Insecta,,Trichoptera,Glossosomatidae,SC,CN,FALSE
280467-7/18/23,Gyrinidae,1,WestSteep,,Insecta,,Coleoptera,Gyrinidae,PR,SW,FALSE
280467-7/18/23,Hydropsychidae,11,WestSteep,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
280467-7/18/23,Lepidostomatidae,5,WestSteep,,Insecta,,Trichoptera,Lepidostomatidae,SH,CB,FALSE
280467-7/18/23,Leuctridae,1,WestSteep,,Insecta,,Plecoptera,Leuctridae,SH,SP,FALSE
280467-7/18/23,Limnephilidae,4,WestSteep,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
280467-7/18/23,Nemouridae,65,WestSteep,,Insecta,,Plecoptera,Nemouridae,SH,SP,FALSE
280467-7/18/23,Oligochaeta,8,WestSteep,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
280467-7/18/23,Perlodidae,1,WestSteep,,Insecta,,Plecoptera,Perlodidae,PR,CN,FALSE
280467-7/18/23,Philopotamidae,1,WestSteep,,Insecta,,Trichoptera,Philopotamidae,CF,CN,FALSE
280467-7/18/23,Simuliidae,13,WestSteep,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
280467-7/18/23,Tipulidae,1,WestSteep,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
280468-7/18/23,Aeshnidae,1,VeryNarrow,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
280468-7/18/23,Amphipoda,50,VeryNarrow,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
280468-7/18/23,Baetidae,11,VeryNarrow,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
280468-7/18/23,Calopterygidae,1,VeryNarrow,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
280468-7/18/23,Chironomidae,35,VeryNarrow,,Insecta,,Diptera,Chironomidae,CG,,FALSE
280468-7/18/23,Corixidae,1,VeryNarrow,,Insecta,,Hemiptera,Corixidae,CG,SW,FALSE
280468-7/18/23,Ephemerellidae,1,VeryNarrow,,Insecta,,Ephemeroptera,Ephemerellidae,SC,CN,FALSE
280468-7/18/23,Gerridae,1,VeryNarrow,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
280468-7/18/23,Hydropsychidae,5,VeryNarrow,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
280468-7/18/23,Lepidostomatidae,1,VeryNarrow,,Insecta,,Trichoptera,Lepidostomatidae,SH,CB,FALSE
280468-7/18/23,Leptoceridae,2,VeryNarrow,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
280468-7/18/23,Limnephilidae,4,VeryNarrow,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
280468-7/18/23,Molannidae,1,VeryNarrow,,Insecta,,Trichoptera,Molannidae,SC,SP,FALSE
280468-7/18/23,Oligochaeta,72,VeryNarrow,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
280468-7/18/23,Pisidiidae,8,VeryNarrow,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
280468-7/18/23,Sialidae,1,VeryNarrow,,Insecta,,Megaloptera,Sialidae,PR,BU,FALSE
280468-7/18/23,Simuliidae,56,VeryNarrow,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
280468-7/18/23,Tabanidae,1,VeryNarrow,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
280468-7/18/23,Tipulidae,1,VeryNarrow,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
280468-7/18/23,Tricorythidae,30,VeryNarrow,,Insecta,,Ephemeroptera,Tricorythidae,CG,,FALSE
280468-7/18/23,Veliidae,3,VeryNarrow,,Insecta,,Hemiptera,Veliidae,PR,SK,FALSE
290209-9/12/23,Aeshnidae,1,WestFlat,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
290209-9/12/23,Amphipoda,16,WestFlat,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
290209-9/12/23,Ancylidae,1,WestFlat,,Gastropoda,,Basommatophora,Ancylidae,SC,CB;CN,FALSE
290209-9/12/23,Baetidae,49,WestFlat,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
290209-9/12/23,Caenidae,1,WestFlat,,Insecta,,Ephemeroptera,Caenidae,CG,BU;SP,FALSE
290209-9/12/23,Calopterygidae,2,WestFlat,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
290209-9/12/23,Chironomidae,13,WestFlat,,Insecta,,Diptera,Chironomidae,CG,,FALSE
290209-9/12/23,Coenagrionidae,1,WestFlat,,Insecta,,Odonata,Coenagrionidae,PR,CB;SP,FALSE
290209-9/12/23,Corixidae,2,WestFlat,,Insecta,,Hemiptera,Corixidae,CG,SW,FALSE
290209-9/12/23,Decapoda,1,WestFlat,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
290209-9/12/23,Elmidae,6,WestFlat,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
290209-9/12/23,Gerridae,2,WestFlat,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
290209-9/12/23,Haliplidae,15,WestFlat,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
290209-9/12/23,Haliplidae,1,WestFlat,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
290209-9/12/23,Helicopsychidae,7,WestFlat,,Insecta,,Trichoptera,Helicopsychidae,SC,BU,FALSE
290209-9/12/23,Hirudinea,1,WestFlat,,Hirudinea,Hirudinea,,,PR,SP,FALSE
290209-9/12/23,Hydracarina,6,WestFlat,,Arachnida,,,,PR,,FALSE
290209-9/12/23,Hydropsychidae,14,WestFlat,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
290209-9/12/23,Hydroptilidae,13,WestFlat,,Insecta,,Trichoptera,Hydroptilidae,SC,CN,FALSE
290209-9/12/23,Isopoda,86,WestFlat,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
290209-9/12/23,Leptoceridae,12,WestFlat,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
290209-9/12/23,Oligochaeta,5,WestFlat,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
290209-9/12/23,Phryganeidae,1,WestFlat,,Insecta,,Trichoptera,Phryganeidae,SH,CB;CN,FALSE
290209-9/12/23,Physidae,1,WestFlat,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
290209-9/12/23,Pisidiidae,1,WestFlat,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
290209-9/12/23,Planorbidae,1,WestFlat,,Gastropoda,,Basommatophora,Planorbidae,SC,CB,FALSE
290209-9/12/23,Pleuroceridae,3,WestFlat,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,CB,FALSE
290209-9/12/23,Tipulidae,2,WestFlat,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
290209-9/12/23,Tricorythidae,1,WestFlat,,Insecta,,Ephemeroptera,Tricorythidae,CG,,FALSE
290209-9/12/23,Turbellaria,9,WestFlat,,Turbellaria,,,,CG,,FALSE
290209-9/12/23,Unionidae,1,WestFlat,,Bivalvia,,Unionoida,Unionidae,CF,BU,FALSE
290209-9/12/23,Veliidae,2,WestFlat,,Insecta,,Hemiptera,Veliidae,PR,SK,FALSE
310404-8/2/23,Aeshnidae,2,MidSizeDry,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
310404-8/2/23,Ancylidae,4,MidSizeDry,,Gastropoda,,Basommatophora,Ancylidae,SC,CB;CN,FALSE
310404-8/2/23,Athericidae,13,MidSizeDry,,Insecta,,Diptera,Athericidae,PR,SP,FALSE
310404-8/2/23,Baetidae,20,MidSizeDry,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
310404-8/2/23,Brachycentridae,52,MidSizeDry,,Insecta,,Trichoptera,Brachycentridae,CF,CN,FALSE
310404-8/2/23,Calopterygidae,1,MidSizeDry,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
310404-8/2/23,Chironomidae,68,MidSizeDry,,Insecta,,Diptera,Chironomidae,CG,,FALSE
310404-8/2/23,Corydalidae,1,MidSizeDry,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
310404-8/2/23,Elmidae,18,MidSizeDry,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
310404-8/2/23,Ephemerellidae,5,MidSizeDry,,Insecta,,Ephemeroptera,Ephemerellidae,SC,CN,FALSE
310404-8/2/23,Glossosomatidae,9,MidSizeDry,,Insecta,,Trichoptera,Glossosomatidae,SC,CN,FALSE
310404-8/2/23,Gomphidae,1,MidSizeDry,,Insecta,,Odonata,Gomphidae,PR,BU,FALSE
310404-8/2/23,Heptageniidae,4,MidSizeDry,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
310404-8/2/23,Hydracarina,3,MidSizeDry,,Arachnida,,,,PR,,FALSE
310404-8/2/23,Hydropsychidae,17,MidSizeDry,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
310404-8/2/23,Leptoceridae,1,MidSizeDry,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
310404-8/2/23,Limnephilidae,1,MidSizeDry,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
310404-8/2/23,Mesoveliidae,1,MidSizeDry,,Insecta,,Hemiptera,Mesoveliidae,PR,SK,FALSE
310404-8/2/23,Oligochaeta,1,MidSizeDry,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
310404-8/2/23,Perlidae,4,MidSizeDry,,Insecta,,Plecoptera,Perlidae,PR,CN,FALSE
310404-8/2/23,Physidae,2,MidSizeDry,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
310404-8/2/23,Pteronarcyidae,46,MidSizeDry,,Insecta,,Plecoptera,Pteronarcyidae,SH,CN,FALSE
310404-8/2/23,Simuliidae,12,MidSizeDry,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
310404-8/2/23,Tipulidae,3,MidSizeDry,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
310530-7/19/23,Aeshnidae,1,WetWide,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
310530-7/19/23,Athericidae,29,WetWide,,Insecta,,Diptera,Athericidae,PR,SP,FALSE
310530-7/19/23,Baetidae,45,WetWide,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
310530-7/19/23,Brachycentridae,7,WetWide,,Insecta,,Trichoptera,Brachycentridae,CF,CN,FALSE
310530-7/19/23,Caenidae,1,WetWide,,Insecta,,Ephemeroptera,Caenidae,CG,BU;SP,FALSE
310530-7/19/23,Calopterygidae,1,WetWide,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
310530-7/19/23,Ceratopogonidae,3,WetWide,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
310530-7/19/23,Chironomidae,72,WetWide,,Insecta,,Diptera,Chironomidae,CG,,FALSE
310530-7/19/23,Cordulegastridae,1,WetWide,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
310530-7/19/23,Dixidae,1,WetWide,,Insecta,,Diptera,Dixidae,CG,SW,FALSE
310530-7/19/23,Elmidae,2,WetWide,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
310530-7/19/23,Ephemerellidae,9,WetWide,,Insecta,,Ephemeroptera,Ephemerellidae,SC,CN,FALSE
310530-7/19/23,Glossosomatidae,5,WetWide,,Insecta,,Trichoptera,Glossosomatidae,SC,CN,FALSE
310530-7/19/23,Gomphidae,2,WetWide,,Insecta,,Odonata,Gomphidae,PR,BU,FALSE
310530-7/19/23,Heptageniidae,3,WetWide,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
310530-7/19/23,Hydracarina,6,WetWide,,Arachnida,,,,PR,,FALSE
310530-7/19/23,Hydropsychidae,27,WetWide,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
310530-7/19/23,Leptoceridae,1,WetWide,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
310530-7/19/23,Leptophlebiidae,1,WetWide,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,CN;SW,FALSE
310530-7/19/23,Leuctridae,1,WetWide,,Insecta,,Plecoptera,Leuctridae,SH,SP,FALSE
310530-7/19/23,Nemouridae,3,WetWide,,Insecta,,Plecoptera,Nemouridae,SH,SP,FALSE
310530-7/19/23,Oligochaeta,17,WetWide,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
310530-7/19/23,Perlidae,10,WetWide,,Insecta,,Plecoptera,Perlidae,PR,CN,FALSE
310530-7/19/23,Phryganeidae,1,WetWide,,Insecta,,Trichoptera,Phryganeidae,SH,CB;CN,FALSE
310530-7/19/23,Physidae,1,WetWide,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
310530-7/19/23,Pisidiidae,1,WetWide,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
310530-7/19/23,Pteronarcyidae,1,WetWide,,Insecta,,Plecoptera,Pteronarcyidae,SH,CN,FALSE
310530-7/19/23,Simuliidae,3,WetWide,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
310530-7/19/23,Tabanidae,2,WetWide,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
310530-7/19/23,Tipulidae,2,WetWide,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
320223-6/12/23,Aeshnidae,1,WestFlat,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
320223-6/12/23,Amphipoda,5,WestFlat,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
320223-6/12/23,Baetidae,3,WestFlat,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
320223-6/12/23,Belostomatidae,2,WestFlat,,Insecta,,Hemiptera,Belostomatidae,PR,CB;SW,FALSE
320223-6/12/23,Caenidae,1,WestFlat,,Insecta,,Ephemeroptera,Caenidae,CG,BU;SP,FALSE
320223-6/12/23,Ceratopogonidae,3,WestFlat,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
320223-6/12/23,Chironomidae,102,WestFlat,,Insecta,,Diptera,Chironomidae,CG,,FALSE
320223-6/12/23,Coenagrionidae,33,WestFlat,,Insecta,,Odonata,Coenagrionidae,PR,CB;SP,FALSE
320223-6/12/23,Corixidae,1,WestFlat,,Insecta,,Hemiptera,Corixidae,CG,SW,FALSE
320223-6/12/23,Culicidae,1,WestFlat,,Insecta,,Diptera,Culicidae,CF,SW,FALSE
320223-6/12/23,Decapoda,3,WestFlat,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
320223-6/12/23,Elmidae,11,WestFlat,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
320223-6/12/23,Gyrinidae,1,WestFlat,,Insecta,,Coleoptera,Gyrinidae,PR,SW,FALSE
320223-6/12/23,Haliplidae,5,WestFlat,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
320223-6/12/23,Haliplidae,2,WestFlat,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
320223-6/12/23,Helicopsychidae,21,WestFlat,,Insecta,,Trichoptera,Helicopsychidae,SC,BU,FALSE
320223-6/12/23,Hirudinea,3,WestFlat,,Hirudinea,Hirudinea,,,PR,SP,FALSE
320223-6/12/23,Hydracarina,2,WestFlat,,Arachnida,,,,PR,,FALSE
320223-6/12/23,Hydrophilidae,2,WestFlat,,Insecta,,Coleoptera,Hydrophilidae,PR,BU;SW,FALSE
320223-6/12/23,Isopoda,1,WestFlat,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
320223-6/12/23,Lymnaeidae,1,WestFlat,,Gastropoda,,Basommatophora,Lymnaeidae,SC,CB,FALSE
320223-6/12/23,Notonectidae,1,WestFlat,,Insecta,,Hemiptera,Notonectidae,PR,SW,FALSE
320223-6/12/23,Oligochaeta,2,WestFlat,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
320223-6/12/23,Physidae,25,WestFlat,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
320223-6/12/23,Planorbidae,4,WestFlat,,Gastropoda,,Basommatophora,Planorbidae,SC,CB,FALSE
320223-6/12/23,Turbellaria,1,WestFlat,,Turbellaria,,,,CG,,FALSE
320223-6/12/23,Viviparidae,8,WestFlat,,Gastropoda,,Architaenioglossa,Viviparidae,SC,CB,FALSE
320302-6/13/23,Aeshnidae,1,VeryNarrow,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
320302-6/13/23,Caenidae,33,VeryNarrow,,Insecta,,Ephemeroptera,Caenidae,CG,BU;SP,FALSE
320302-6/13/23,Chironomidae,219,VeryNarrow,,Insecta,,Diptera,Chironomidae,CG,,FALSE
320302-6/13/23,Coenagrionidae,4,VeryNarrow,,Insecta,,Odonata,Coenagrionidae,PR,CB;SP,FALSE
320302-6/13/23,Corixidae,4,VeryNarrow,,Insecta,,Hemiptera,Corixidae,CG,SW,FALSE
320302-6/13/23,Culicidae,3,VeryNarrow,,Insecta,,Diptera,Culicidae,CF,SW,FALSE
320302-6/13/23,Decapoda,2,VeryNarrow,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
320302-6/13/23,Dixidae,1,VeryNarrow,,Insecta,,Diptera,Dixidae,CG,SW,FALSE
320302-6/13/23,Dytiscidae,1,VeryNarrow,,Insecta,,Coleoptera,Dytiscidae,PR,BU;SW,FALSE
320302-6/13/23,Elmidae,8,VeryNarrow,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
320302-6/13/23,Haliplidae,1,VeryNarrow,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
320302-6/13/23,Heptageniidae,1,VeryNarrow,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
320302-6/13/23,Hirudinea,1,VeryNarrow,,Hirudinea,Hirudinea,,,PR,SP,FALSE
320302-6/13/23,Hydracarina,3,VeryNarrow,,Arachnida,,,,PR,,FALSE
320302-6/13/23,Isopoda,13,VeryNarrow,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
320302-6/13/23,Notonectidae,1,VeryNarrow,,Insecta,,Hemiptera,Notonectidae,PR,SW,FALSE
320302-6/13/23,Oligochaeta,9,VeryNarrow,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
320302-6/13/23,Physidae,7,VeryNarrow,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
320302-6/13/23,Pisidiidae,5,VeryNarrow,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
320302-6/13/23,Planorbidae,1,VeryNarrow,,Gastropoda,,Basommatophora,Planorbidae,SC,CB,FALSE
320306-6/12/23,Amphipoda,5,WestFlat,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
320306-6/12/23,Baetidae,3,WestFlat,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
320306-6/12/23,Caenidae,45,WestFlat,,Insecta,,Ephemeroptera,Caenidae,CG,BU;SP,FALSE
320306-6/12/23,Calopterygidae,1,WestFlat,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
320306-6/12/23,Chironomidae,158,WestFlat,,Insecta,,Diptera,Chironomidae,CG,,FALSE
320306-6/12/23,Coenagrionidae,1,WestFlat,,Insecta,,Odonata,Coenagrionidae,PR,CB;SP,FALSE
320306-6/12/23,Corixidae,1,WestFlat,,Insecta,,Hemiptera,Corixidae,CG,SW,FALSE
320306-6/12/23,Corydalidae,1,WestFlat,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
320306-6/12/23,Decapoda,12,WestFlat,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
320306-6/12/23,Elmidae,11,WestFlat,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
320306-6/12/23,Gerridae,1,WestFlat,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
320306-6/12/23,Gyrinidae,1,WestFlat,,Insecta,,Coleoptera,Gyrinidae,PR,SW,FALSE
320306-6/12/23,Haliplidae,1,WestFlat,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
320306-6/12/23,Heptageniidae,3,WestFlat,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
320306-6/12/23,Hydracarina,11,WestFlat,,Arachnida,,,,PR,,FALSE
320306-6/12/23,Hydropsychidae,1,WestFlat,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
320306-6/12/23,Isopoda,13,WestFlat,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
320306-6/12/23,Oligochaeta,1,WestFlat,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
320306-6/12/23,Perlidae,5,WestFlat,,Insecta,,Plecoptera,Perlidae,PR,CN,FALSE
320306-6/12/23,Physidae,9,WestFlat,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
320306-6/12/23,Pisidiidae,2,WestFlat,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
320306-6/12/23,Scirtidae,1,WestFlat,,Insecta,,Coleoptera,Scirtidae,SC,CB,FALSE
320306-6/12/23,Turbellaria,1,WestFlat,,Turbellaria,,,,CG,,FALSE
320319-6/12/23,Aeshnidae,1,WetWide,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
320319-6/12/23,Amphipoda,26,WetWide,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
320319-6/12/23,Baetidae,5,WetWide,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
320319-6/12/23,Caenidae,36,WetWide,,Insecta,,Ephemeroptera,Caenidae,CG,BU;SP,FALSE
320319-6/12/23,Calopterygidae,14,WetWide,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
320319-6/12/23,Ceratopogonidae,5,WetWide,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
320319-6/12/23,Chironomidae,55,WetWide,,Insecta,,Diptera,Chironomidae,CG,,FALSE
320319-6/12/23,Coenagrionidae,7,WetWide,,Insecta,,Odonata,Coenagrionidae,PR,CB;SP,FALSE
320319-6/12/23,Decapoda,1,WetWide,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
320319-6/12/23,Elmidae,22,WetWide,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
320319-6/12/23,Haliplidae,1,WetWide,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
320319-6/12/23,Haliplidae,10,WetWide,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
320319-6/12/23,Helicopsychidae,3,WetWide,,Insecta,,Trichoptera,Helicopsychidae,SC,BU,FALSE
320319-6/12/23,Heptageniidae,1,WetWide,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
320319-6/12/23,Hirudinea,1,WetWide,,Hirudinea,Hirudinea,,,PR,SP,FALSE
320319-6/12/23,Hydracarina,6,WetWide,,Arachnida,,,,PR,,FALSE
320319-6/12/23,Hydrobiidae,2,WetWide,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,CN,FALSE
320319-6/12/23,Libellulidae,4,WetWide,,Insecta,,Odonata,Libellulidae,PR,CB;SP,FALSE
320319-6/12/23,Notonectidae,4,WetWide,,Insecta,,Hemiptera,Notonectidae,PR,SW,FALSE
320319-6/12/23,Oligochaeta,10,WetWide,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
320319-6/12/23,Physidae,28,WetWide,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
320319-6/12/23,Pisidiidae,2,WetWide,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
320319-6/12/23,Planorbidae,1,WetWide,,Gastropoda,,Basommatophora,Planorbidae,SC,CB,FALSE
