SampleID,INDEX_CLASS,TaxaID,N_Taxa,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,TOLVAL,HABIT,NONTARGET
400176-9/7/23,VeryNarrow,Chironomidae,27,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
400176-9/7/23,VeryNarrow,Cordulegastridae,12,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
400176-9/7/23,VeryNarrow,Corydalidae,4,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
400176-9/7/23,VeryNarrow,Elmidae,17,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
400176-9/7/23,VeryNarrow,Gerridae,3,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
400176-9/7/23,VeryNarrow,Heptageniidae,7,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
400176-9/7/23,VeryNarrow,Hydropsychidae,3,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
400176-9/7/23,VeryNarrow,Leptophlebiidae,4,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
400176-9/7/23,VeryNarrow,Limnephilidae,2,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
400176-9/7/23,VeryNarrow,Nemouridae,4,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
400176-9/7/23,VeryNarrow,Oligochaeta,2,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
400176-9/7/23,VeryNarrow,Perlidae,4,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
400176-9/7/23,VeryNarrow,Philopotamidae,6,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
400176-9/7/23,VeryNarrow,Simuliidae,42,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
400176-9/7/23,VeryNarrow,Tipulidae,2,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
410538-7/27/23,WestFlat,Aeshnidae,1,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
410538-7/27/23,WestFlat,Amphipoda,113,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410538-7/27/23,WestFlat,Ancylidae,1,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
410538-7/27/23,WestFlat,Baetidae,19,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410538-7/27/23,WestFlat,Belostomatidae,1,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
410538-7/27/23,WestFlat,Brachycentridae,1,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
410538-7/27/23,WestFlat,Calopterygidae,1,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
410538-7/27/23,WestFlat,Ceratopogonidae,1,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
410538-7/27/23,WestFlat,Chironomidae,1,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410538-7/27/23,WestFlat,Corbicula,3,Mollusca,,Bivalvia,,Veneroida,Corbiculidae,CF,NA,,FALSE
410538-7/27/23,WestFlat,Corixidae,41,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
410538-7/27/23,WestFlat,Decapoda,13,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
410538-7/27/23,WestFlat,Elmidae,6,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
410538-7/27/23,WestFlat,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
410538-7/27/23,WestFlat,Gomphidae,1,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
410538-7/27/23,WestFlat,Heptageniidae,5,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
410538-7/27/23,WestFlat,Hirudinea,1,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
410538-7/27/23,WestFlat,Hydracarina,3,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
410538-7/27/23,WestFlat,Hydrobiidae,3,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
410538-7/27/23,WestFlat,Hydrophilidae,1,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
410538-7/27/23,WestFlat,Hydropsychidae,19,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
410538-7/27/23,WestFlat,Isopoda,7,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
410538-7/27/23,WestFlat,Leptoceridae,5,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
410538-7/27/23,WestFlat,Oligochaeta,8,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
410538-7/27/23,WestFlat,Physidae,7,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
410538-7/27/23,WestFlat,Pisidiidae,42,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
410538-7/27/23,WestFlat,Pleuroceridae,1,Mollusca,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,3.6,CB,FALSE
410538-7/27/23,WestFlat,Simuliidae,2,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
410538-7/27/23,WestFlat,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
410538-7/27/23,WestFlat,Turbellaria,1,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
410538-7/27/23,WestFlat,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
410538-7/27/23,WestFlat,Viviparidae,1,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
410614-7/25/23,WestFlat,Aeshnidae,1,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
410614-7/25/23,WestFlat,Amphipoda,14,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410614-7/25/23,WestFlat,Athericidae,1,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
410614-7/25/23,WestFlat,Baetidae,21,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410614-7/25/23,WestFlat,Baetiscidae,3,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
410614-7/25/23,WestFlat,Brachycentridae,54,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
410614-7/25/23,WestFlat,Calopterygidae,2,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
410614-7/25/23,WestFlat,Chironomidae,36,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410614-7/25/23,WestFlat,Dixidae,3,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
410614-7/25/23,WestFlat,Elmidae,18,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
410614-7/25/23,WestFlat,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
410614-7/25/23,WestFlat,Helicopsychidae,3,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
410614-7/25/23,WestFlat,Heptageniidae,6,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
410614-7/25/23,WestFlat,Hydracarina,2,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
410614-7/25/23,WestFlat,Hydrophilidae,2,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
410614-7/25/23,WestFlat,Hydropsychidae,60,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
410614-7/25/23,WestFlat,Leptoceridae,1,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
410614-7/25/23,WestFlat,Limnephilidae,1,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
410614-7/25/23,WestFlat,Mesoveliidae,2,Arthropoda,,Insecta,,Hemiptera,Mesoveliidae,PR,NA,SK,FALSE
410614-7/25/23,WestFlat,Oligochaeta,16,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
410614-7/25/23,WestFlat,Pisidiidae,2,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
410614-7/25/23,WestFlat,Simuliidae,5,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
410634-7/25/23,WestSteep,Amphipoda,68,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410634-7/25/23,WestSteep,Baetidae,89,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410634-7/25/23,WestSteep,Brachycentridae,36,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
410634-7/25/23,WestSteep,Ceratopogonidae,1,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
410634-7/25/23,WestSteep,Chironomidae,6,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410634-7/25/23,WestSteep,Dixidae,1,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
410634-7/25/23,WestSteep,Dytiscidae,1,Arthropoda,,Insecta,,Coleoptera,Dytiscidae,PR,6.2,BU;SW,FALSE
410634-7/25/23,WestSteep,Elmidae,1,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
410634-7/25/23,WestSteep,Ephemerellidae,2,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
410634-7/25/23,WestSteep,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
410634-7/25/23,WestSteep,Hirudinea,1,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
410634-7/25/23,WestSteep,Hydracarina,10,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
410634-7/25/23,WestSteep,Hydrobiidae,1,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
410634-7/25/23,WestSteep,Hydropsychidae,1,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
410634-7/25/23,WestSteep,Hydroptilidae,1,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
410634-7/25/23,WestSteep,Isopoda,2,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
410634-7/25/23,WestSteep,Lepidostomatidae,1,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
410634-7/25/23,WestSteep,Leptophlebiidae,2,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
410634-7/25/23,WestSteep,Limnephilidae,4,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
410634-7/25/23,WestSteep,Nemouridae,4,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
410634-7/25/23,WestSteep,Oligochaeta,4,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
410634-7/25/23,WestSteep,Philopotamidae,1,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
410634-7/25/23,WestSteep,Physidae,1,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
410634-7/25/23,WestSteep,Polycentropodidae,3,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
410634-7/25/23,WestSteep,Sialidae,2,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
410634-7/25/23,WestSteep,Simuliidae,15,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
410695-8/29/23,WestFlat,Amphipoda,171,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410695-8/29/23,WestFlat,Baetidae,27,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410695-8/29/23,WestFlat,Belostomatidae,2,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
410695-8/29/23,WestFlat,Chironomidae,12,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410695-8/29/23,WestFlat,Coenagrionidae,17,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
410695-8/29/23,WestFlat,Corixidae,21,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
410695-8/29/23,WestFlat,Haliplidae,3,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
410695-8/29/23,WestFlat,Hydropsychidae,1,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
410695-8/29/23,WestFlat,Isonychiidae,1,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
410695-8/29/23,WestFlat,Oligochaeta,9,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
410695-8/29/23,WestFlat,Physidae,1,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
410695-8/29/23,WestFlat,Planorbidae,1,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
410695-8/29/23,WestFlat,Simuliidae,6,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
410695-8/29/23,WestFlat,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
410695-8/29/23,WestFlat,Turbellaria,1,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
410695-8/29/23,WestFlat,Veliidae,9,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
410750-8/10/23,WestFlat,Amphipoda,51,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410750-8/10/23,WestFlat,Ancylidae,2,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
410750-8/10/23,WestFlat,Baetidae,39,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410750-8/10/23,WestFlat,Caenidae,1,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
410750-8/10/23,WestFlat,Calopterygidae,19,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
410750-8/10/23,WestFlat,Chironomidae,37,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410750-8/10/23,WestFlat,Coenagrionidae,4,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
410750-8/10/23,WestFlat,Decapoda,9,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
410750-8/10/23,WestFlat,Elmidae,5,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
410750-8/10/23,WestFlat,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
410750-8/10/23,WestFlat,Heptageniidae,1,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
410750-8/10/23,WestFlat,Hydracarina,19,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
410750-8/10/23,WestFlat,Hydropsychidae,31,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
410750-8/10/23,WestFlat,Hydroptilidae,1,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
410750-8/10/23,WestFlat,Isopoda,11,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
410750-8/10/23,WestFlat,Leptoceridae,11,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
410750-8/10/23,WestFlat,Limnephilidae,1,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
410750-8/10/23,WestFlat,Oligochaeta,5,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
410750-8/10/23,WestFlat,Physidae,16,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
410750-8/10/23,WestFlat,Pisidiidae,2,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
410750-8/10/23,WestFlat,Simuliidae,8,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
410750-8/10/23,WestFlat,Veliidae,4,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
410750-8/10/23,WestFlat,Viviparidae,1,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
410751-7/25/23,WestFlat,Aeshnidae,1,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
410751-7/25/23,WestFlat,Amphipoda,52,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410751-7/25/23,WestFlat,Ancylidae,1,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
410751-7/25/23,WestFlat,Baetidae,4,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410751-7/25/23,WestFlat,Calopterygidae,5,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
410751-7/25/23,WestFlat,Chironomidae,22,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410751-7/25/23,WestFlat,Cordulegastridae,1,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
410751-7/25/23,WestFlat,Corydalidae,2,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
410751-7/25/23,WestFlat,Decapoda,14,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
410751-7/25/23,WestFlat,Elmidae,23,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
410751-7/25/23,WestFlat,Ephemerellidae,1,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
410751-7/25/23,WestFlat,Ephemeridae,6,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
410751-7/25/23,WestFlat,Gerridae,3,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
410751-7/25/23,WestFlat,Glossosomatidae,2,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
410751-7/25/23,WestFlat,Gomphidae,1,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
410751-7/25/23,WestFlat,Heptageniidae,26,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
410751-7/25/23,WestFlat,Hydracarina,1,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
410751-7/25/23,WestFlat,Hydropsychidae,22,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
410751-7/25/23,WestFlat,Isonychiidae,3,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
410751-7/25/23,WestFlat,Limnephilidae,2,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
410751-7/25/23,WestFlat,Mesoveliidae,11,Arthropoda,,Insecta,,Hemiptera,Mesoveliidae,PR,NA,SK,FALSE
410751-7/25/23,WestFlat,Oligochaeta,6,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
410751-7/25/23,WestFlat,Perlidae,5,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
410751-7/25/23,WestFlat,Philopotamidae,2,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
410751-7/25/23,WestFlat,Phryganeidae,1,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
410751-7/25/23,WestFlat,Physidae,1,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
410751-7/25/23,WestFlat,Pisidiidae,1,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
410751-7/25/23,WestFlat,Pleuroceridae,3,Mollusca,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,3.6,CB,FALSE
410751-7/25/23,WestFlat,Polycentropodidae,1,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
410751-7/25/23,WestFlat,Psephenidae,13,Arthropoda,,Insecta,,Coleoptera,Psephenidae,SH;SC,3.9,CN,FALSE
410751-7/25/23,WestFlat,Sialidae,1,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
410751-7/25/23,WestFlat,Tabanidae,2,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
410751-7/25/23,WestFlat,Tipulidae,6,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
410751-7/25/23,WestFlat,Unionidae,1,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
410759-8/10/23,WestFlat,Aeshnidae,2,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
410759-8/10/23,WestFlat,Amphipoda,44,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410759-8/10/23,WestFlat,Baetidae,8,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410759-8/10/23,WestFlat,Brachycentridae,1,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
410759-8/10/23,WestFlat,Calopterygidae,36,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
410759-8/10/23,WestFlat,Chironomidae,14,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410759-8/10/23,WestFlat,Coenagrionidae,1,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
410759-8/10/23,WestFlat,Corixidae,13,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
410759-8/10/23,WestFlat,Culicidae,1,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
410759-8/10/23,WestFlat,Decapoda,7,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
410759-8/10/23,WestFlat,Dixidae,1,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
410759-8/10/23,WestFlat,Elmidae,5,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
410759-8/10/23,WestFlat,Gerridae,3,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
410759-8/10/23,WestFlat,Gomphidae,1,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
410759-8/10/23,WestFlat,Heptageniidae,17,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
410759-8/10/23,WestFlat,Hirudinea,1,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
410759-8/10/23,WestFlat,Hydracarina,10,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
410759-8/10/23,WestFlat,Hydropsychidae,21,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
410759-8/10/23,WestFlat,Leptoceridae,7,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
410759-8/10/23,WestFlat,Leptophlebiidae,5,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
410759-8/10/23,WestFlat,Limnephilidae,2,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
410759-8/10/23,WestFlat,Oligochaeta,1,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
410759-8/10/23,WestFlat,Phryganeidae,2,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
410759-8/10/23,WestFlat,Physidae,23,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
410759-8/10/23,WestFlat,Pleidae,2,Arthropoda,,Insecta,,Hemiptera,Pleidae,PR,NA,SW,FALSE
410759-8/10/23,WestFlat,Psychomyiidae,2,Arthropoda,,Insecta,,Trichoptera,Psychomyiidae,SC,2.5,CN,FALSE
410759-8/10/23,WestFlat,Simuliidae,13,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
410759-8/10/23,WestFlat,Stratiomyidae,1,Arthropoda,,Insecta,,Diptera,Stratiomyidae,CG,6.1,SP,FALSE
410759-8/10/23,WestFlat,Tabanidae,1,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
410759-8/10/23,WestFlat,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
410797-9/7/23,WestFlat,Amphipoda,26,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
410797-9/7/23,WestFlat,Ancylidae,3,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
410797-9/7/23,WestFlat,Baetidae,40,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
410797-9/7/23,WestFlat,Calopterygidae,1,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
410797-9/7/23,WestFlat,Chironomidae,11,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
410797-9/7/23,WestFlat,Corbicula,1,Mollusca,,Bivalvia,,Veneroida,Corbiculidae,CF,NA,,FALSE
410797-9/7/23,WestFlat,Corydalidae,1,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
410797-9/7/23,WestFlat,Decapoda,1,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
410797-9/7/23,WestFlat,Elmidae,16,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
